area_type,location,size,total_sqft,bath,balcony,price,no_of_bedrooms,price_per_sqft
Super built-up  Area,Hoskote,2 BHK,945,2,1,35,2,3703.703704
Super built-up  Area,Hoskote,2 BHK,1003.5,2,0,28.095,2,2799.701046
Built-up  Area,Hoskote,2 BHK,1065,2,3,33.75,2,3169.014085
Super built-up  Area,Hoskote,1 BHK,509,1,1,23,1,4518.664047
Built-up  Area,Hosur Road,2 BHK,1656,2,1,120,2,7246.376812
Built-up  Area,Hosur Road,2 BHK,1194,2,0,69,2,5778.894472
Built-up  Area,Hosur Road,3 BHK,1175,2,2,48,3,4085.106383
Super built-up  Area,Hosur Road,3 BHK,1145,2,2,60,3,5240.174672
Built-up  Area,Hosur Road,5 Bedroom,3300,5,2,240,5,7272.727273
Super built-up  Area,Hosur Road,3 BHK,1510,2,1,105,3,6953.642384
Super built-up  Area,Hosur Road,3 BHK,1427,2,1,80.63,3,5650.315347
Super built-up  Area,Hosur Road,3 BHK,1508,2,1,110,3,7294.429708
Super built-up  Area,Hosur Road,1 BHK,460,1,1,21,1,4565.217391
Super built-up  Area,Hosur Road,3 BHK,1733,2,3,85,3,4904.789383
Super built-up  Area,Hosur Road,2 BHK,1179,2,1,49,2,4156.064461
Super built-up  Area,Hosur Road,2 BHK,950,2,1,60,2,6315.789474
Super built-up  Area,Hosur Road,2 BHK,1194,2,1,71.64,2,6000
Super built-up  Area,Hosur Road,3 BHK,1766,3,1,130,3,7361.268403
Super built-up  Area,Hosur Road,3 BHK,1689,3,1,103,3,6098.283008
Built-up  Area,Hosur Road,5 Bedroom,3600,5,3,180,5,5000
Super built-up  Area,Hosur Road,2 BHK,1170,2,1,48,2,4102.564103
Super built-up  Area,Hosur Road,2 BHK,1250,2,1,55,2,4400
Super built-up  Area,Hosur Road,3 BHK,1689,3,2,103,3,6098.283008
Plot  Area,Hosur Road,4 Bedroom,3000,4,2,160,4,5333.333333
Plot  Area,Hosur Road,4 Bedroom,2000,4,1,130,4,6500
Super built-up  Area,Hosur Road,2 BHK,1250,2,2,65,2,5200
Super built-up  Area,Hosur Road,3 BHK,1689,3,2,103,3,6098.283008
Super built-up  Area,Hosur Road,3 BHK,1685,3,1,90,3,5341.246291
Super built-up  Area,Hosur Road,2 BHK,1223,2,1,93,2,7604.25184
Super built-up  Area,Hosur Road,3 BHK,1919,3,2,117,3,6096.925482
Super built-up  Area,Hulimavu,2 BHK,1125,2,2,50,2,4444.444444
Super built-up  Area,Hulimavu,2 BHK,1242,2,3,51,2,4106.280193
Super built-up  Area,Hulimavu,3 BHK,1650,3,2,78,3,4727.272727
Built-up  Area,Hulimavu,3 BHK,1823,3,2,100,3,5485.463522
Super built-up  Area,Hulimavu,2 BHK,1300,2,3,36,2,2769.230769
Super built-up  Area,Hulimavu,2 BHK,1080,2,2,43.2,2,4000
Super built-up  Area,Hulimavu,2 BHK,1100,2,2,71.5,2,6500
Super built-up  Area,Hulimavu,3 BHK,1758,3,2,65,3,3697.38339
Super built-up  Area,Hulimavu,1 BHK,688,1,2,50,1,7267.44186
Super built-up  Area,Hulimavu,2 BHK,1255,2,2,73,2,5816.733068
Built-up  Area,Hulimavu,4 Bedroom,1200,4,0,75,4,6250
Super built-up  Area,Hulimavu,2 BHK,1058,2,1,48,2,4536.862004
Super built-up  Area,Hulimavu,2 BHK,1375,2,2,80,2,5818.181818
Super built-up  Area,Hulimavu,2 BHK,1248,2,1,69,2,5528.846154
Super built-up  Area,Hulimavu,3 BHK,1818,3,1,135,3,7425.742574
Super built-up  Area,Hulimavu,2 BHK,1225,2,2,55,2,4489.795918
Super built-up  Area,Hulimavu,2 BHK,1255,2,2,74,2,5896.414343
Built-up  Area,Hulimavu,2 BHK,1175,2,2,45,2,3829.787234
Super built-up  Area,Hulimavu,2 BHK,1255,2,2,69,2,5498.007968
Super built-up  Area,Hulimavu,2 BHK,1255,2,3,66,2,5258.964143
Super built-up  Area,Hulimavu,3 BHK,3035,5,2,271,3,8929.159802
Super built-up  Area,Hulimavu,3 BHK,3035,5,3,220,3,7248.764415
Super built-up  Area,Hulimavu,2 BHK,1127,2,1,65,2,5767.524401
Super built-up  Area,Hulimavu,2 BHK,1200,2,1,50,2,4166.666667
Built-up  Area,Hulimavu,3 BHK,1450,3,3,72,3,4965.517241
Plot  Area,Hulimavu,2 Bedroom,1200,2,0,75,2,6250
Built-up  Area,Hulimavu,2 BHK,1188,2,3,46,2,3872.053872
Super built-up  Area,Hulimavu,3 BHK,1430,2,2,90,3,6293.706294
Super built-up  Area,Hulimavu,2 BHK,850,1,1,39.5,2,4647.058824
Built-up  Area,Hulimavu,2 BHK,1000,2,1,45,2,4500
Super built-up  Area,Hulimavu,3 BHK,1320,2,2,59,3,4469.69697
Built-up  Area,Hulimavu,4 Bedroom,2000,4,0,100,4,5000
Super built-up  Area,Hulimavu,4 BHK,3560,5,3,318,4,8932.58427
Super built-up  Area,Hulimavu,2 BHK,1011,2,2,38,2,3758.654797
Super built-up  Area,Hulimavu,2 BHK,1276,2,2,76,2,5956.112853
Plot  Area,Hulimavu,2 Bedroom,1500,2,0,90,2,6000
Super built-up  Area,Hulimavu,2 BHK,1315,2,0,60.48,2,4599.239544
Super built-up  Area,Hulimavu,2 BHK,1021,2,1,76,2,7443.682664
Super built-up  Area,Hulimavu,1 BHK,581,1,1,29,1,4991.394148
Super built-up  Area,Hulimavu,2 BHK,935,2,3,45,2,4812.834225
Built-up  Area,Hulimavu,2 Bedroom,1050,2,2,125,2,11904.7619
Built-up  Area,Hulimavu,3 BHK,1320,2,2,65,3,4924.242424
Plot  Area,Hulimavu,4 Bedroom,1200,4,1,75,4,6250
Super built-up  Area,Hulimavu,3 BHK,1260,2,1,82,3,6507.936508
Built-up  Area,Hulimavu,1 BHK,450,1,1,20,1,4444.444444
Super built-up  Area,Hulimavu,2 BHK,1231,2,1,84.5,2,6864.337937
Super built-up  Area,Hulimavu,3 BHK,1916,2,1,150,3,7828.810021
Super built-up  Area,Hulimavu,2 BHK,1115,2,2,44.6,2,4000
Built-up  Area,ISRO Layout,6 Bedroom,4400,6,3,250,6,5681.818182
Super built-up  Area,ISRO Layout,2 BHK,1000,2,1,60,2,6000
Super built-up  Area,ISRO Layout,2 BHK,1180,2,3,52,2,4406.779661
Super built-up  Area,ISRO Layout,2 BHK,1000,2,1,60,2,6000
Super built-up  Area,ISRO Layout,3 BHK,1310,2,3,68,3,5190.839695
Built-up  Area,ISRO Layout,4 Bedroom,4200,4,2,255,4,6071.428571
Built-up  Area,ISRO Layout,2 BHK,1050,2,1,51,2,4857.142857
Super built-up  Area,ISRO Layout,3 BHK,1370,2,2,87,3,6350.364964
Plot  Area,ITPL,3 Bedroom,1200,3,1,56.12,3,4676.666667
Super built-up  Area,ITPL,3 BHK,1548,3,2,89.5,3,5781.653747
Plot  Area,ITPL,3 Bedroom,1200,3,1,68.4,3,5700
Plot  Area,ITPL,3 Bedroom,1200,3,1,56.12,3,4676.666667
Plot  Area,ITPL,3 Bedroom,1200,3,1,56.12,3,4676.666667
Plot  Area,ITPL,3 Bedroom,1500,3,1,61.52,3,4101.333333
Super built-up  Area,ITPL,4 BHK,5667.5,5,0,300,4,5293.339215
Super built-up  Area,Iblur Village,3 BHK,3235,3,1,235,3,7264.296754
Super built-up  Area,Iblur Village,4 BHK,3596,5,1,290,4,8064.516129
Super built-up  Area,Iblur Village,3 BHK,1920,3,2,130,3,6770.833333
Super built-up  Area,Iblur Village,3 BHK,1995,3,2,135,3,6766.917293
Super built-up  Area,Iblur Village,4 BHK,3596,5,1,282,4,7842.046719
Super built-up  Area,Iblur Village,3 BHK,1918,3,2,129,3,6725.755996
Super built-up  Area,Iblur Village,4 BHK,3596,5,0,252,4,7007.786429
Super built-up  Area,Iblur Village,3 BHK,2100,4,2,145,3,6904.761905
Super built-up  Area,Iblur Village,3 BHK,1920,3,2,150,3,7812.5
Super built-up  Area,Iblur Village,3 BHK,1920,3,2,130,3,6770.833333
Super built-up  Area,Iblur Village,3 BHK,1920,3,2,150,3,7812.5
Super built-up  Area,Iblur Village,3 BHK,2000,4,2,138,3,6900
Super built-up  Area,Iblur Village,4 BHK,3596,5,1,260,4,7230.25584
Super built-up  Area,Iblur Village,4 BHK,3596,5,1,279,4,7758.62069
Super built-up  Area,Iblur Village,3 BHK,2666,4,1,200,3,7501.875469
Super built-up  Area,Iblur Village,5 BHK,5384,5,3,420,5,7800.89153
Super built-up  Area,Iblur Village,4 BHK,3596,5,1,297,4,8259.176863
Super built-up  Area,Iblur Village,5 BHK,5515,6,2,425,5,7706.255666
Super built-up  Area,Iblur Village,3 BHK,1920,3,2,130,3,6770.833333
Super built-up  Area,Iblur Village,4 BHK,3596,4,2,268,4,7452.72525
Super built-up  Area,Iblur Village,4 BHK,3596,5,1,251,4,6979.977753
Built-up  Area,Indira Nagar,4 Bedroom,2200,4,2,200,4,9090.909091
Super built-up  Area,Indira Nagar,2 BHK,1200,2,2,93,2,7750
Super built-up  Area,Indira Nagar,2 BHK,1128,2,2,105,2,9308.510638
Super built-up  Area,Indira Nagar,3 BHK,2800,3,1,330,3,11785.71429
Super built-up  Area,Indira Nagar,3 BHK,1650,3,2,200,3,12121.21212
Carpet  Area,Indira Nagar,3 BHK,1875,3,1,180,3,9600
Built-up  Area,Indira Nagar,2 BHK,1210,2,1,102,2,8429.752066
Built-up  Area,Indira Nagar,2 BHK,1224,2,2,105,2,8578.431373
Super built-up  Area,Indira Nagar,3 BHK,2070,3,2,225,3,10869.56522
Built-up  Area,Indira Nagar,1 Bedroom,500,1,0,70,1,14000
Super built-up  Area,Indira Nagar,2 BHK,1400,2,2,168,2,12000
Plot  Area,Indira Nagar,4 Bedroom,2400,4,2,525,4,21875
Built-up  Area,Indira Nagar,3 BHK,1407,3,1,120,3,8528.784648
Super built-up  Area,Indira Nagar,2 BHK,1145,2,2,100,2,8733.624454
Super built-up  Area,Indira Nagar,2 BHK,1470,2,2,170,2,11564.62585
Super built-up  Area,Indira Nagar,3 BHK,2700,3,2,324,3,12000
Built-up  Area,Indira Nagar,1 BHK,850,1,2,57,1,6705.882353
Plot  Area,Indira Nagar,8 Bedroom,3250,8,1,600,8,18461.53846
Super built-up  Area,Indira Nagar,3 BHK,2601,4,2,312,3,11995.38639
Super built-up  Area,Indira Nagar,2 BHK,1260,2,2,100,2,7936.507937
Built-up  Area,Indira Nagar,3 BHK,1740,3,2,191,3,10977.01149
Built-up  Area,Indira Nagar,3 BHK,1650,3,3,220,3,13333.33333
Super built-up  Area,Indira Nagar,3 BHK,1700,3,2,150,3,8823.529412
Built-up  Area,Indira Nagar,4 Bedroom,3200,3,2,250,4,7812.5
Plot  Area,Indira Nagar,3 Bedroom,1440,3,1,275,3,19097.22222
Super built-up  Area,Indira Nagar,2 BHK,1475,2,2,171,2,11593.22034
Super built-up  Area,Indira Nagar,4 BHK,3200,4,2,440,4,13750
Built-up  Area,Indira Nagar,4 BHK,4000,4,1,700,4,17500
Built-up  Area,Indira Nagar,1 BHK,850,1,2,60,1,7058.823529
Plot  Area,Indira Nagar,4 Bedroom,2400,4,2,405,4,16875
Plot  Area,Indira Nagar,5 Bedroom,1800,5,2,350,5,19444.44444
Built-up  Area,Indira Nagar,3 BHK,1500,3,3,120,3,8000
Super built-up  Area,Indira Nagar,3 BHK,2200,3,2,160,3,7272.727273
Super built-up  Area,Indira Nagar,3 BHK,1650,3,2,200,3,12121.21212
Super built-up  Area,Indira Nagar,4 BHK,2800,4,3,365,4,13035.71429
Super built-up  Area,Indira Nagar,2 BHK,1260,2,3,120,2,9523.809524
Super built-up  Area,Indira Nagar,2 BHK,1149,2,1,130,2,11314.18625
Super built-up  Area,Indira Nagar,3 BHK,1650,3,1,150,3,9090.909091
Plot  Area,Indira Nagar,6 Bedroom,2400,6,2,475,6,19791.66667
Super built-up  Area,JP Nagar,3 BHK,1850,3,3,150,3,8108.108108
Super built-up  Area,JP Nagar,5 BHK,5520,2,2,375,5,6793.478261
Super built-up  Area,JP Nagar,2 BHK,1100,2,2,70,2,6363.636364
Super built-up  Area,JP Nagar,2 BHK,940,2,1,49,2,5212.765957
Built-up  Area,JP Nagar,3 Bedroom,2500,3,2,135,3,5400
Super built-up  Area,JP Nagar,4 BHK,4624.5,4,0,314.5,4,6800.735215
Built-up  Area,JP Nagar,2 BHK,1078,2,2,45,2,4174.397032
Super built-up  Area,JP Nagar,1 BHK,1050,1,1,44,1,4190.47619
Super built-up  Area,JP Nagar,2 BHK,1352.5,2,0,93.865,2,6940.110906
Super built-up  Area,JP Nagar,2 BHK,1200,2,2,62,2,5166.666667
Super built-up  Area,JP Nagar,2 BHK,1300,2,1,90.87,2,6990
Built-up  Area,JP Nagar,3 BHK,1315,2,1,85.4,3,6494.296578
Super built-up  Area,JP Nagar,3 BHK,1690,3,2,112,3,6627.218935
Super built-up  Area,JP Nagar,4 BHK,3000,4,2,140,4,4666.666667
Built-up  Area,JP Nagar,4 Bedroom,3000,4,2,140,4,4666.666667
Built-up  Area,JP Nagar,3 BHK,3300,4,3,160,3,4848.484848
Built-up  Area,JP Nagar,3 BHK,1150,2,2,49.9,3,4339.130435
Super built-up  Area,JP Nagar,1 BHK,750,1,1,52.5,1,7000
Super built-up  Area,JP Nagar,2 BHK,1200,2,3,78,2,6500
Super built-up  Area,JP Nagar,3 BHK,1850,2,2,110,3,5945.945946
Super built-up  Area,JP Nagar,2 BHK,1100,2,1,45,2,4090.909091
Super built-up  Area,JP Nagar,2 BHK,1197,2,1,47.88,2,4000
Built-up  Area,JP Nagar,7 Bedroom,2700,4,1,160,7,5925.925926
Super built-up  Area,JP Nagar,3 BHK,1500,2,3,82,3,5466.666667
Built-up  Area,JP Nagar,3 BHK,909.872467,3,1,69.34,3,7620.848252
Built-up  Area,JP Nagar,2 BHK,820,2,1,45,2,5487.804878
Super built-up  Area,JP Nagar,3 BHK,1750,3,1,123,3,7028.571429
Super built-up  Area,JP Nagar,3 BHK,2195,2,2,152,3,6924.829157
Super built-up  Area,JP Nagar,3 BHK,3496.5,2,2,237.5,3,6792.506793
Super built-up  Area,JP Nagar,3 BHK,1600,3,2,83,3,5187.5
Built-up  Area,JP Nagar,4 BHK,3000,3,2,150,4,5000
Super built-up  Area,JP Nagar,3 BHK,2050,3,3,82,3,4000
Super built-up  Area,JP Nagar,1 BHK,745,1,0,34.27,1,4600
Built-up  Area,JP Nagar,6 Bedroom,1800,6,0,68,6,3777.777778
Super built-up  Area,JP Nagar,2 BHK,1150,2,2,90,2,7826.086957
Super built-up  Area,JP Nagar,3 BHK,1450,2,2,55,3,3793.103448
Super built-up  Area,JP Nagar,3 BHK,1960,3,1,138,3,7040.816327
Built-up  Area,JP Nagar,4 Bedroom,1500,2,0,87,4,5800
Built-up  Area,JP Nagar,3 BHK,1590,2,3,85,3,5345.91195
Super built-up  Area,JP Nagar,2 BHK,1250,2,2,60,2,4800
Carpet  Area,JP Nagar,3 BHK,2400,3,3,196,3,8166.666667
Super built-up  Area,JP Nagar,2 BHK,1300,2,1,91.65,2,7050
Super built-up  Area,JP Nagar,2 BHK,1107,2,1,57,2,5149.051491
Super built-up  Area,JP Nagar,2 BHK,1250,2,2,93,2,7440
Super built-up  Area,JP Nagar,3 BHK,1500,2,1,108,3,7200
Built-up  Area,JP Nagar,3 BHK,1520,3,2,125,3,8223.684211
Super built-up  Area,JP Nagar,2 BHK,1405,2,1,99,2,7046.263345
Super built-up  Area,JP Nagar,2 BHK,1157,2,1,73,2,6309.420916
Super built-up  Area,JP Nagar,3 BHK,1500,2,3,82,3,5466.666667
Built-up  Area,JP Nagar,2 BHK,1048,2,1,44,2,4198.473282
Super built-up  Area,Jakkur,2 BHK,1417,2,3,75,2,5292.872265
Built-up  Area,Jakkur,3 BHK,1590,2,2,125,3,7861.63522
Super built-up  Area,Jakkur,2 BHK,1279,2,1,77,2,6020.328382
Super built-up  Area,Jakkur,3 BHK,1710,3,2,107,3,6257.309942
Super built-up  Area,Jakkur,3 BHK,1396,2,1,86.51,3,6196.991404
Super built-up  Area,Jakkur,4 BHK,3467.86,6,3,249,4,7180.220655
Super built-up  Area,Jakkur,3 BHK,1865,3,1,124,3,6648.793566
Super built-up  Area,Jakkur,4 BHK,3181,2,2,260.5,4,8189.248664
Super built-up  Area,Jakkur,3 BHK,1760,3,2,139,3,7897.727273
Super built-up  Area,Jakkur,2 BHK,1290,2,1,100,2,7751.937984
Super built-up  Area,Jakkur,2 BHK,1452.19,2,1,100,2,6886.151261
Super built-up  Area,Jakkur,3 BHK,1798,3,1,120,3,6674.082314
Super built-up  Area,Jakkur,2 BHK,1300,2,1,85,2,6538.461538
Super built-up  Area,Jakkur,4 BHK,3181,4,0,260.5,4,8189.248664
Super built-up  Area,Jakkur,3 BHK,1950,3,2,131,3,6717.948718
Super built-up  Area,Jakkur,3 BHK,1858,3,1,98.3,3,5290.635091
Super built-up  Area,Jakkur,2 BHK,1230,2,1,76,2,6178.861789
Super built-up  Area,Jakkur,3 BHK,1374,3,2,68,3,4949.053857
Super built-up  Area,Jakkur,2 BHK,1290,2,1,80,2,6201.550388
Super built-up  Area,Jakkur,3 BHK,1760,3,2,110,3,6250
Super built-up  Area,Jakkur,4 BHK,2283,4,2,130,4,5694.261936
Super built-up  Area,Jakkur,2 BHK,1483,2,1,98,2,6608.226568
Super built-up  Area,Jakkur,3 BHK,1482,3,2,86,3,5802.968961
Super built-up  Area,Jakkur,3 BHK,1645,3,1,100,3,6079.027356
Super built-up  Area,Jakkur,3 BHK,1650,3,2,111,3,6727.272727
Super built-up  Area,Jakkur,3 BHK,1622,2,0,80,3,4932.182491
Super built-up  Area,Jakkur,3 BHK,2423,4,3,160,3,6603.384234
Super built-up  Area,Jakkur,3 BHK,2197,3,2,136,3,6190.259445
Super built-up  Area,Jakkur,2 BHK,1125,2,2,65,2,5777.777778
Super built-up  Area,Jakkur,2 BHK,1230,2,1,79,2,6422.764228
Super built-up  Area,Jakkur,2 BHK,1202,2,1,79,2,6572.379368
Super built-up  Area,Jakkur,3 BHK,1858,3,1,123,3,6620.021529
Super built-up  Area,Jakkur,4 BHK,3181,2,2,229,4,7198.994027
Super built-up  Area,Jakkur,3 BHK,1745,2,2,98.485,3,5643.839542
Super built-up  Area,Jakkur,3 BHK,1798,3,1,110,3,6117.908788
Built-up  Area,Jakkur,3 BHK,1785,3,2,130,3,7282.913165
Super built-up  Area,Jakkur,2 BHK,1080,2,2,60,2,5555.555556
Super built-up  Area,Jakkur,2 BHK,1260,2,0,71.195,2,5650.396825
Super built-up  Area,Jakkur,3 BHK,1816,3,1,119,3,6552.863436
Super built-up  Area,Jakkur,2 BHK,1424,2,3,80,2,5617.977528
Super built-up  Area,Jakkur,2 BHK,1290,2,1,85,2,6589.147287
Built-up  Area,Jakkur,2 BHK,1300,2,2,80,2,6153.846154
Super built-up  Area,Jakkur,2 BHK,1290,2,1,80.04,2,6204.651163
Super built-up  Area,Jakkur,2 BHK,1282,2,1,72,2,5616.224649
Super built-up  Area,Jakkur,3 BHK,1880,4,2,110,3,5851.06383
Super built-up  Area,Jakkur,3 BHK,1660,3,2,104,3,6265.060241
Super built-up  Area,Jakkur,2 BHK,1291,2,1,75,2,5809.450039
Super built-up  Area,Jakkur,2 BHK,1473,2,1,85,2,5770.53632
Super built-up  Area,Jakkur,3 BHK,1660,3,2,104,3,6265.060241
Super built-up  Area,Jakkur,3 BHK,1950,3,2,131,3,6717.948718
Super built-up  Area,Jakkur,2 BHK,1432,2,1,85,2,5935.75419
Super built-up  Area,Jakkur,3 BHK,1150,3,2,65,3,5652.173913
Super built-up  Area,Jakkur,3 BHK,1710,3,2,110,3,6432.748538
Super built-up  Area,Jalahalli,3 BHK,1400,3,0,77,3,5500
Super built-up  Area,Jalahalli,3 BHK,2250,3,2,160,3,7111.111111
Super built-up  Area,Jalahalli,2 BHK,1694,2,2,125,2,7378.984652
Built-up  Area,Jalahalli,3 BHK,1870,3,2,110,3,5882.352941
Built-up  Area,Jalahalli,2 BHK,1400,1,1,80,2,5714.285714
Super built-up  Area,Jalahalli,2 BHK,1045,2,2,76.77,2,7346.411483
Super built-up  Area,Jalahalli,3 BHK,1615,3,2,89.75,3,5557.275542
Super built-up  Area,Jalahalli,3 BHK,2113,3,2,155,3,7335.541884
Super built-up  Area,Jalahalli,3 BHK,1932,4,3,135,3,6987.57764
Super built-up  Area,Jalahalli,2 BHK,1045,2,1,58,2,5550.239234
Plot  Area,Jalahalli,4 Bedroom,1200,4,0,90,4,7500
Super built-up  Area,Jalahalli,2 BHK,1020,2,1,52,2,5098.039216
Super built-up  Area,Jalahalli,3 BHK,2384,4,2,165,3,6921.14094
Super built-up  Area,Jalahalli,2 BHK,790,2,1,49.5,2,6265.822785
Built-up  Area,Jalahalli,3 BHK,1395,3,3,82,3,5878.136201
Built-up  Area,Jalahalli,3 BHK,1770,3,3,100,3,5649.717514
Super built-up  Area,Jalahalli,3 BHK,1569,3,2,118,3,7520.71383
Plot  Area,Jalahalli,1 Bedroom,600,1,0,37,1,6166.666667
Super built-up  Area,Jalahalli,1 BHK,615,1,1,46,1,7479.674797
Super built-up  Area,Jalahalli,3 BHK,2404,3,2,138,3,5740.432612
Super built-up  Area,Jalahalli,2 BHK,905,2,2,55,2,6077.348066
Built-up  Area,Jalahalli,2 BHK,1000,2,0,70,2,7000
Super built-up  Area,Jalahalli,1 BHK,615,1,1,46,1,7479.674797
Super built-up  Area,Jalahalli,3 BHK,1704,3,2,94.36,3,5537.558685
Super built-up  Area,Jalahalli,3 BHK,1470,2,3,102,3,6938.77551
Super built-up  Area,Jalahalli,2 BHK,1244,2,2,88,2,7073.954984
Built-up  Area,Jalahalli,2 BHK,1407,2,1,98.49,2,7000
Super built-up  Area,Jalahalli,1 BHK,1200,2,1,66,1,5500
Super built-up  Area,Jalahalli,3 BHK,1530,2,3,89,3,5816.993464
Super built-up  Area,Jalahalli,2 BHK,1045,2,1,76.77,2,7346.411483
Super built-up  Area,Jalahalli,3 BHK,1575,4,3,100,3,6349.206349
Super built-up  Area,Jalahalli,3 BHK,2086,3,2,160,3,7670.182167
Built-up  Area,Jalahalli,3 BHK,980,2,2,60,3,6122.44898
Super built-up  Area,Jalahalli,2 BHK,1313,2,2,68,2,5178.979436
Super built-up  Area,Jalahalli,3 BHK,1881,3,2,115,3,6113.769272
Super built-up  Area,Jalahalli,3 BHK,1405,2,1,85,3,6049.822064
Super built-up  Area,Jalahalli East,1 BHK,750,1,2,40,1,5333.333333
Super built-up  Area,Jalahalli East,3 BHK,1260,2,1,60,3,4761.904762
Super built-up  Area,Jalahalli East,2 BHK,1020,2,1,58,2,5686.27451
Super built-up  Area,Jalahalli East,3 BHK,1300,2,1,63,3,4846.153846
Super built-up  Area,Jalahalli East,1 BHK,775,1,0,34.1,1,4400
Super built-up  Area,Jalahalli East,2 BHK,1010,2,1,52,2,5148.514851
Super built-up  Area,Jalahalli East,2 BHK,1010,2,1,52,2,5148.514851
Super built-up  Area,Jigani,3 BHK,1252,3,3,55,3,4392.971246
Super built-up  Area,Jigani,2 BHK,918,2,2,52,2,5664.488017
Super built-up  Area,Jigani,2 BHK,918,2,2,48,2,5228.75817
Super built-up  Area,Jigani,3 BHK,1230,3,3,54,3,4390.243902
Built-up  Area,Jigani,2 BHK,914,2,2,47,2,5142.231947
Super built-up  Area,Jigani,2 BHK,927,2,2,55,2,5933.117584
Super built-up  Area,Jigani,2 BHK,920,2,2,46,2,5000
Plot  Area,Jigani,3 Bedroom,2400,4,1,130,3,5416.666667
Super built-up  Area,Jigani,2 BHK,918,2,2,45,2,4901.960784
Super built-up  Area,Jigani,2 BHK,918,2,2,63.2,2,6884.53159
Super built-up  Area,Jigani,2 BHK,933,2,2,43,2,4608.788853
Super built-up  Area,Jigani,2 BHK,918,2,2,55,2,5991.285403
Plot  Area,Jigani,3 Bedroom,2400,3,2,149,3,6208.333333
Super built-up  Area,Jigani,4 Bedroom,4303.5,2,2,226,4,5251.539445
Built-up  Area,Jigani,2 BHK,937,2,1,44,2,4695.83778
Super built-up  Area,Jigani,3 BHK,1252,3,3,61,3,4872.204473
Super built-up  Area,Jigani,2 BHK,923,2,1,50,2,5417.118093
Built-up  Area,Jigani,3 BHK,1250,3,2,58,3,4640
Super built-up  Area,Jigani,3 BHK,1252,3,2,63,3,5031.948882
Super built-up  Area,Jigani,3 BHK,1221,3,3,72,3,5896.805897
Built-up  Area,Jigani,2 BHK,918,2,1,49,2,5337.690632
Super built-up  Area,Jigani,3 BHK,1221,3,3,52,3,4258.804259
Super built-up  Area,Jigani,2 BHK,914,2,2,49,2,5361.050328
Super built-up  Area,Jigani,2 BHK,918,2,2,50,2,5446.623094
Built-up  Area,Jigani,3 BHK,1200,3,2,65,3,5416.666667
Super built-up  Area,Jigani,2 BHK,914,2,2,55,2,6017.50547
Super built-up  Area,Jigani,3 BHK,1352,3,1,65,3,4807.692308
Super built-up  Area,Jigani,3 BHK,1230,3,3,60,3,4878.04878
Super built-up  Area,Jigani,3 BHK,1221,3,2,65,3,5323.505324
Super built-up  Area,Jigani,3 BHK,1221,3,3,75,3,6142.506143
Super built-up  Area,Jigani,3 BHK,1252,3,3,70,3,5591.054313
Super built-up  Area,Jigani,3 BHK,1221,3,2,65,3,5323.505324
Built-up  Area,Jigani,3 BHK,1252,3,2,59,3,4712.460064
Super built-up  Area,Jigani,2 BHK,939,2,2,39,2,4153.354633
Super built-up  Area,Jigani,3 BHK,1221,3,3,70,3,5733.005733
Super built-up  Area,Jigani,3 BHK,1300,3,3,55,3,4230.769231
Built-up  Area,Jigani,3 BHK,1231,3,2,58,3,4711.616572
Built-up  Area,Jigani,2 BHK,943,2,2,48,2,5090.137858
Super built-up  Area,Jigani,2 BHK,918,2,2,56,2,6100.217865
Super built-up  Area,Jigani,3 BHK,1245,3,3,66,3,5301.204819
Super built-up  Area,Jigani,3 BHK,1221,3,3,65,3,5323.505324
Super built-up  Area,Jigani,2 BHK,943,2,2,49.5,2,5249.204666
Super built-up  Area,Judicial Layout,3 BHK,1300,3,1,64,3,4923.076923
Super built-up  Area,Judicial Layout,3 BHK,2070,3,3,162,3,7826.086957
Built-up  Area,Judicial Layout,3 Bedroom,1700,3,2,155,3,9117.647059
Super built-up  Area,Judicial Layout,3 BHK,1100,2,1,53,3,4818.181818
Super built-up  Area,Judicial Layout,2 BHK,1165,2,1,49.61,2,4258.369099
Plot  Area,Judicial Layout,5 Bedroom,5400,4,2,700,5,12962.96296
Plot  Area,Judicial Layout,4 Bedroom,1500,3,2,162,4,10800
Super built-up  Area,Judicial Layout,2 BHK,900,2,1,40,2,4444.444444
Super built-up  Area,Judicial Layout,3 BHK,1989,4,3,155,3,7792.860734
Super built-up  Area,KR Puram,2 BHK,1277.5,2,0,56.8,2,4446.183953
Built-up  Area,KR Puram,2 BHK,930,2,2,39,2,4193.548387
Super built-up  Area,KR Puram,2 BHK,1155,2,2,42.74,2,3700.4329
Super built-up  Area,KR Puram,2 BHK,1225,2,1,46.55,2,3800
Super built-up  Area,KR Puram,2 BHK,1100,2,1,47,2,4272.727273
Plot  Area,KR Puram,2 Bedroom,1200,2,0,71,2,5916.666667
Super built-up  Area,KR Puram,3 BHK,1455,3,2,46,3,3161.512027
Built-up  Area,KR Puram,2 BHK,750,2,1,25,2,3333.333333
Carpet  Area,KR Puram,3 BHK,1128.76,3,0,47.405,3,4199.741309
Super built-up  Area,KR Puram,2 BHK,1015,2,1,43,2,4236.453202
Super built-up  Area,KR Puram,2 BHK,1470,2,2,86,2,5850.340136
Built-up  Area,KR Puram,1 BHK,714,1,1,28,1,3921.568627
Super built-up  Area,KR Puram,2 BHK,1142,2,1,51,2,4465.849387
